ProdID;OrderDate;ShippedBy;Zip;Country;Qty;UnitPrice;UnitCost
36;06/15/2017;SpeedEx;H1B;Canada;1;41.4750;25.4922
921;06/15/2017;SpeedEx;V5V;Canada;1;116.6550;67.0564
1191;06/15/2017;SpeedEx;V7Y;Canada;1;87.4825;38.0252
2012;06/15/2017;American Eagle;M6G;Canada;1;75.5896;38.6115
2050;06/16/2017;BD Kerschen;T6E;Canada;1;110.8217;60.5086
1948;06/16/2017;PHL;M4E;Canada;1;98.8575;61.8849
609;06/16/2017;PHL;V6R;Canada;1;259.6125;119.4188
910;06/16/2017;SpeedEx;V7X;Canada;1;92.1550;50.3165
2407;06/16/2017;PHL;K1Y;Canada;1;73.4475;32.8217
491;06/16/2017;World Connection;T3G;Canada;3;81.5325;40.0537
910;06/16/2017;PHL;M5L;Canada;1;92.1550;50.3165
184;06/16/2017;PHL;V5V;Canada;1;81.0833;40.4465
725;06/16/2017;American Eagle;R3A;Canada;1;115.4475;48.5819
1173;06/16/2017;PHL;H1B;Canada;1;116.6550;52.8212
606;06/16/2017;American Eagle;L5R;Canada;1;104.9125;57.8479
1230;06/16/2017;American Eagle;R2V;Canada;1;174.9825;88.1902
1185;06/16/2017;World Connection;T6G;Canada;1;93.3217;53.5561
676;06/16/2017;PHL;M4Y;Canada;1;267.3125;134.1523
964;06/16/2017;King Shippers;T6J;Canada;1;115.4825;51.4281
964;06/16/2017;American Eagle;V6Z;Canada;1;115.4825;51.4281
2234;06/16/2017;PHL;M5L;Canada;1;65.5725;36.7192
990;06/16/2017;BD Kerschen;V6H;Canada;1;152.2325;72.1879
606;06/16/2017;BD Kerschen;R2W;Canada;1;104.9125;57.8479
609;06/16/2017;PHL;M5L;Canada;1;259.6125;119.4188
2064;06/16/2017;PHL;L5N;Canada;2;108.4883;46.9187
1517;06/16/2017;PHL;T6V;Canada;1;141.6450;83.7245
768;06/16/2017;American Eagle;R3L;Canada;1;104.9475;46.1971
921;06/16/2017;SpeedEx;V5W;Canada;1;116.6550;67.0564
2005;06/16/2017;SpeedEx;V5N;Canada;1;59.8396;27.1791
1961;06/16/2017;PHL;M6H;Canada;1;97.0725;52.2295
606;06/16/2017;World Connection;R3G;Canada;1;104.9125;57.8479
1975;06/16/2017;SPU;V5N;Canada;1;52.4475;24.6506
739;06/16/2017;PHL;T5Y;Canada;1;170.5725;78.5118
2254;06/16/2017;World Connection;R3W;Canada;1;57.6975;26.9773
725;06/16/2017;PHL;M5X;Canada;1;115.4475;48.5819
1014;06/16/2017;American Eagle;R3M;Canada;1;86.5725;41.3162
599;06/16/2017;PHL;R3G;Canada;1;251.2125;125.2257
910;06/16/2017;BD Kerschen;T2X;Canada;1;92.1550;50.3165
910;06/16/2017;American Eagle;L4X;Canada;1;92.1550;50.3165
990;06/16/2017;SPU;M4E;Canada;1;167.9825;72.1879
2074;06/16/2017;PHL;V5M;Canada;1;109.3575;59.7087
1005;06/16/2017;PHL;T6V;Canada;1;107.5725;51.4791
681;06/16/2017;World Connection;T6V;Canada;2;209.9125;132.3155
771;06/16/2017;The Pickup Guys;R3G;Canada;1;165.3225;91.4220
1490;06/16/2017;SPU;K1N;Canada;1;87.4650;33.5568
910;06/16/2017;SPU;V6Z;Canada;2;92.1550;50.3165
1225;06/16/2017;The Pickup Guys;T6E;Canada;1;78.7325;41.4789
838;06/16/2017;King Shippers;T2C;Canada;1;93.4448;47.6785
1489;06/16/2017;BD Kerschen;V5K;Canada;1;87.4650;39.5977
1450;06/16/2017;American Eagle;K1R;Canada;1;118.0200;55.6787
491;06/16/2017;American Eagle;M5P;Canada;3;81.5325;40.0537
990;06/16/2017;BD Kerschen;T6G;Canada;1;167.9825;72.1879
1191;06/16/2017;The Pickup Guys;T2X;Canada;1;87.4825;38.0252
1215;06/16/2017;PHL;T6K;Canada;1;118.9825;70.9873
726;06/16/2017;SPU;V7W;Canada;1;115.4475;51.2439
962;06/16/2017;SPU;R2L;Canada;1;174.9825;80.2740
2372;06/16/2017;BD Kerschen;R2G;Canada;1;132.9825;81.3214
157;06/16/2017;American Eagle;M5L;Canada;1;60.3225;27.5538
491;06/16/2017;American Eagle;V6C;Canada;3;81.5325;40.0537
599;06/16/2017;PHL;V7X;Canada;1;251.2125;125.2257
2074;06/16/2017;American Eagle;K1R;Canada;1;109.3575;59.7087
1215;06/16/2017;Speedissimo;T6T;Canada;1;118.9825;70.9873
604;06/16/2017;The Pickup Guys;R2M;Canada;1;150.8500;66.8259
1185;06/16/2017;SpeedEx;T2C;Canada;1;93.3217;53.5561
1133;06/16/2017;American Eagle;T5G;Canada;1;65.0948;36.7152
2388;06/16/2017;SpeedEx;V6T;Canada;1;103.2325;60.2150
739;06/16/2017;World Connection;T2X;Canada;1;170.5725;78.5118
2056;06/16/2017;World Connection;L5N;Canada;1;72.3217;31.9687
1166;06/16/2017;SPU;K1H;Canada;1;118.9883;45.0744
1215;06/16/2017;PHL;V6H;Canada;2;118.9825;70.9873
604;06/16/2017;SpeedEx;M4Y;Canada;1;153.9125;66.8259
2074;06/16/2017;The Pickup Guys;V6H;Canada;1;109.3575;59.7087
1120;06/16/2017;American Eagle;R2G;Canada;1;175.8225;96.3817
2254;06/16/2017;BD Kerschen;T2H;Canada;1;57.6975;26.9773
604;06/16/2017;American Eagle;V6G;Canada;1;153.9125;66.8259
1478;06/16/2017;PHL;K1N;Canada;1;105.8400;57.0478
370;06/16/2017;SPU;T5W;Canada;1;120.1083;77.2388
2047;06/16/2017;World Connection;R2V;Canada;1;83.9883;38.8676
1110;06/16/2017;BD Kerschen;L5K;Canada;1;69.9825;43.6803
1960;06/16/2017;Speedissimo;M6H;Canada;1;97.0725;58.0573
1227;06/16/2017;The Pickup Guys;M4V;Canada;1;104.9825;65.1867
901;06/16/2017;Speedissimo;T2H;Canada;1;90.9883;47.6868
1215;06/16/2017;World Connection;M6H;Canada;1;118.9825;70.9873
396;06/16/2017;SPU;R3H;Canada;1;85.7063;48.0860
1227;06/16/2017;The Pickup Guys;V6P;Canada;1;104.9825;65.1867
992;06/16/2017;The Pickup Guys;L5T;Canada;1;96.2325;54.9627
676;06/16/2017;Speedissimo;T6R;Canada;1;267.3125;134.1523
396;06/16/2017;PHL;R3K;Canada;1;85.7063;48.0860
2045;06/16/2017;American Eagle;R3C;Canada;1;90.9883;42.3276
396;06/16/2017;SpeedEx;T6N;Canada;1;85.7063;48.0860
396;06/16/2017;SPU;V6J;Canada;1;85.7063;48.0860
739;06/16/2017;American Eagle;R3W;Canada;1;170.5725;78.5118
1120;06/16/2017;PHL;T1Y;Canada;1;173.1975;96.3817
1157;06/16/2017;SpeedEx;R3V;Canada;1;75.5896;43.5575
2254;06/16/2017;PHL;V6Z;Canada;1;57.6975;26.9773
2070;06/16/2017;American Eagle;R3H;Canada;1;173.2325;88.5218
2070;06/16/2017;PHL;V6Z;Canada;1;173.2325;88.5218
989;06/16/2017;Speedissimo;L5G;Canada;1;150.4825;72.4643
2055;06/16/2017;PHL;M5R;Canada;1;122.4883;52.5444
726;06/16/2017;SPU;T5Y;Canada;1;115.4475;51.2439
2045;06/16/2017;American Eagle;L5N;Canada;1;90.9883;42.3276
2045;06/17/2017;American Eagle;L5P;Canada;1;90.9883;42.3276
2055;06/17/2017;World Connection;L5P;Canada;1;122.4883;52.5444
564;06/17/2017;SpeedEx;M5X;Canada;1;314.9125;167.5335
1191;06/17/2017;The Pickup Guys;T5K;Canada;1;87.4825;38.0252
702;06/17/2017;American Eagle;T5K;Canada;1;28.6073;12.9399
838;06/17/2017;SPU;R3V;Canada;1;93.4448;47.6785
2373;06/17/2017;BD Kerschen;V6M;Canada;1;183.7325;94.8706
491;06/17/2017;PHL;T5K;Canada;3;81.5325;40.0537
2332;06/17/2017;PHL;M5R;Canada;1;93.3217;49.1654
1490;06/17/2017;SPU;V5K;Canada;1;87.4650;33.5568
1477;06/17/2017;PHL;K1N;Canada;1;105.8400;58.5295
992;06/17/2017;SPU;M6S;Canada;1;96.2325;54.9627
758;06/17/2017;Speedissimo;V5Z;Canada;1;83.9475;38.4105
921;06/17/2017;PHL;K1A;Canada;1;116.6550;67.0564
491;06/17/2017;PHL;V5V;Canada;3;81.5325;40.0537
443;06/17/2017;SPU;R3G;Canada;1;79.0913;41.6321
740;06/17/2017;SpeedEx;T5Y;Canada;1;170.5725;78.5118
767;06/17/2017;BD Kerschen;V7W;Canada;1;104.9475;46.8049
2373;06/17/2017;PHL;L5G;Canada;1;183.7325;94.8706
2371;06/17/2017;PHL;R3G;Canada;1;183.7325;85.8326
2055;06/18/2017;World Connection;T5K;Canada;1;122.4883;52.5444
921;06/18/2017;SpeedEx;V7Y;Canada;1;116.6550;67.0564
1974;06/18/2017;SPU;V5N;Canada;1;52.4475;33.0591
1974;06/18/2017;BD Kerschen;V6M;Canada;1;52.4475;33.0591
676;06/18/2017;American Eagle;V6T;Canada;1;267.3125;134.1523
2016;06/18/2017;Speedissimo;T3R;Canada;1;59.8396;28.5215
914;06/18/2017;BD Kerschen;T6K;Canada;1;33.5388;21.5681
2056;06/18/2017;SpeedEx;M4E;Canada;1;72.3217;31.9687
609;06/18/2017;BD Kerschen;L5P;Canada;1;259.6125;119.4188
631;06/18/2017;Speedissimo;M6G;Canada;1;115.4125;52.7172
1173;06/18/2017;BD Kerschen;V6Z;Canada;1;116.6550;52.8212
964;06/18/2017;SpeedEx;V6T;Canada;1;115.4825;51.4281
1188;06/18/2017;PHL;T2H;Canada;1;104.9883;39.6446
1215;06/18/2017;American Eagle;R3G;Canada;1;118.9825;70.9873
990;06/18/2017;American Eagle;T6S;Canada;1;167.9825;72.1879
676;06/18/2017;BD Kerschen;M5L;Canada;1;267.3125;134.1523
676;06/18/2017;BD Kerschen;V5V;Canada;1;267.3125;134.1523
609;06/18/2017;SPU;V6C;Canada;1;259.6125;119.4188
2282;06/19/2017;The Pickup Guys;T2C;Canada;1;304.4475;159.8349
910;06/19/2017;World Connection;R3E;Canada;1;92.1550;50.3165
2094;06/19/2017;World Connection;M6S;Canada;1;144.3575;72.7558
992;06/19/2017;King Shippers;V5Z;Canada;1;96.2325;54.9627
433;06/19/2017;SPU;L4Y;Canada;1;78.4088;36.0030
940;06/19/2017;PHL;T2J;Canada;1;223.9825;107.1512
1188;06/19/2017;American Eagle;R2G;Canada;1;104.9883;39.6446
1489;06/19/2017;King Shippers;K1N;Canada;1;87.4650;39.5977
964;06/19/2017;American Eagle;L5R;Canada;1;115.4825;51.4281
797;06/19/2017;BD Kerschen;R3C;Canada;1;301.8225;153.8474
93;06/19/2017;PHL;V6A;Canada;1;99.2250;51.7530
488;06/19/2017;American Eagle;L5N;Canada;3;97.0200;51.4794
111;06/19/2017;American Eagle;M7Y;Canada;1;79.2750;40.6547
757;06/19/2017;PHL;R3H;Canada;1;83.9475;38.4105
921;06/19/2017;American Eagle;T2J;Canada;1;116.6550;67.0564
2064;06/19/2017;PHL;T5H;Canada;1;108.4883;46.9187
740;06/19/2017;PHL;T2X;Canada;1;170.5725;78.5118
862;06/19/2017;World Connection;V6E;Canada;1;60.8896;37.8876
847;06/19/2017;King Shippers;T6T;Canada;1;60.3698;26.6369
1053;06/19/2017;PHL;V6T;Canada;1;25.1948;11.6752
992;06/19/2017;BD Kerschen;M7Y;Canada;1;96.2325;54.9627
676;06/19/2017;SpeedEx;V6M;Canada;1;267.3125;134.1523
2083;06/20/2017;PHL;V6Z;Canada;1;103.2325;60.2150
247;06/20/2017;BD Kerschen;T2J;Canada;2;73.4476;33.2062
1112;06/20/2017;The Pickup Guys;R2G;Canada;1;118.0725;72.7129
767;06/20/2017;The Pickup Guys;M6S;Canada;1;104.9475;46.8049
921;06/20/2017;American Eagle;V6R;Canada;1;116.6550;67.0564
683;06/20/2017;BD Kerschen;L5R;Canada;1;262.6750;145.3359
992;06/20/2017;American Eagle;R3V;Canada;1;96.2325;54.9627
914;06/20/2017;BD Kerschen;L5N;Canada;1;33.5388;21.5681
2204;06/20/2017;PHL;K1H;Canada;1;173.1975;75.0898
1014;06/20/2017;American Eagle;V6H;Canada;1;86.5725;41.3162
2352;06/20/2017;Speedissimo;M4V;Canada;1;81.6550;43.4403
992;06/20/2017;The Pickup Guys;T6J;Canada;1;96.2325;54.9627
1210;06/20/2017;King Shippers;V5Z;Canada;1;192.4825;123.7809
838;06/20/2017;American Eagle;T2J;Canada;1;94.4948;47.6785
475;06/20/2017;American Eagle;T6T;Canada;1;97.0200;43.5654
532;06/20/2017;PHL;V5Z;Canada;1;123.6550;64.7382
2388;06/20/2017;American Eagle;T5K;Canada;1;103.2325;60.2150
936;06/20/2017;American Eagle;K1R;Canada;1;110.8217;54.3239
2056;06/20/2017;The Pickup Guys;R3H;Canada;1;72.3217;31.9687
2255;06/20/2017;BD Kerschen;T2C;Canada;1;57.6975;32.6402
2235;06/20/2017;BD Kerschen;V7Y;Canada;1;65.5725;42.1664
609;06/20/2017;PHL;V6Z;Canada;1;259.6125;119.4188
2205;06/20/2017;SpeedEx;T2H;Canada;1;173.1975;89.8610
491;06/20/2017;SpeedEx;V6M;Canada;3;81.5325;40.0537
596;06/20/2017;SpeedEx;L5R;Canada;1;248.8500;137.2965
1014;06/20/2017;BD Kerschen;V5W;Canada;1;86.5725;41.3162
2353;06/20/2017;BD Kerschen;T6W;Canada;1;136.4825;63.2451
1005;07/15/2017;World Connection;V5P;Canada;1;107.5725;51.4791
491;07/15/2017;BD Kerschen;T6T;Canada;3;81.5325;40.0537
491;07/15/2017;SpeedEx;K2P;Canada;3;81.5325;40.0537
2083;07/15/2017;SpeedEx;V6A;Canada;1;103.2325;60.2150
2094;07/15/2017;PHL;T6E;Canada;1;144.3575;72.7558
1014;07/15/2017;American Eagle;H1B;Canada;2;86.5725;41.3162
573;07/15/2017;SpeedEx;T6T;Canada;1;93.5375;44.7266
1053;07/15/2017;SPU;L5N;Canada;1;25.1948;11.6752
2204;07/15/2017;SpeedEx;T2C;Canada;1;173.1975;75.0898
609;07/15/2017;SpeedEx;T3R;Canada;1;259.6125;119.4188
609;07/15/2017;World Connection;R3Y;Canada;1;259.6125;119.4188
838;07/15/2017;SPU;K1Y;Canada;1;93.4448;47.6785
2128;07/15/2017;SPU;V5N;Canada;1;79.7476;42.5993
2410;07/15/2017;SPU;M5V;Canada;1;99.6975;46.1988
499;07/15/2017;SpeedEx;V6G;Canada;1;84.6300;40.1748
676;07/15/2017;SpeedEx;T6E;Canada;1;267.3125;134.1523
491;07/15/2017;PHL;M6G;Canada;3;81.5325;40.0537
910;07/15/2017;BD Kerschen;K1R;Canada;2;92.1550;50.3165
725;07/15/2017;SpeedEx;R3B;Canada;1;115.4475;48.5819
573;07/15/2017;SpeedEx;T6G;Canada;1;93.5375;44.7266
2210;07/15/2017;SPU;T5S;Canada;1;107.5725;47.5927
769;07/15/2017;SpeedEx;M4R;Canada;1;85.7325;51.3569
1956;07/15/2017;BD Kerschen;V7Y;Canada;1;153.7725;77.6987
606;07/15/2017;SpeedEx;V6C;Canada;1;104.9125;57.8479
2016;07/15/2017;World Connection;M5L;Canada;1;59.8396;28.5215
2211;07/15/2017;SpeedEx;R2K;Canada;1;107.5725;50.3722
443;07/15/2017;SPU;T6V;Canada;1;79.0913;41.6321
2332;07/15/2017;SpeedEx;V5N;Canada;1;93.3217;49.1654
2016;07/15/2017;American Eagle;L5N;Canada;1;59.8396;28.5215
1131;07/15/2017;King Shippers;T5G;Canada;1;41.9948;22.2925
2047;07/15/2017;American Eagle;L5R;Canada;1;83.9883;38.8676
2353;07/15/2017;PHL;M6S;Canada;1;136.4825;63.2451
1960;07/15/2017;The Pickup Guys;V6N;Canada;1;97.0725;58.0573
990;07/15/2017;Speedissimo;V6T;Canada;1;157.4825;72.1879
1066;07/15/2017;SPU;R3G;Canada;1;98.8575;50.5179
1230;07/15/2017;SpeedEx;R3B;Canada;1;174.9825;88.1902
981;07/15/2017;World Connection;V6H;Canada;1;55.9825;23.9726
981;07/15/2017;SpeedEx;M5X;Canada;1;52.4825;23.9726
1268;07/15/2017;American Eagle;T6H;Canada;1;34.0095;17.1933
992;07/15/2017;American Eagle;M4V;Canada;1;92.7325;54.9627
2407;07/15/2017;PHL;T2C;Canada;1;73.4475;32.8217
1230;07/15/2017;Speedissimo;T5Y;Canada;1;174.9825;88.1902
2235;07/15/2017;BD Kerschen;T2J;Canada;1;65.5725;42.1664
2234;07/15/2017;American Eagle;K1R;Canada;1;65.5725;36.7192
1105;07/15/2017;SPU;H3A;Canada;1;82.2325;44.8990
725;07/15/2017;PHL;V6J;Canada;1;115.4475;48.5819
757;07/15/2017;SPU;V6Z;Canada;1;83.9475;38.4105
400;07/15/2017;PHL;V6M;Canada;1;68.3813;31.4664
573;07/15/2017;World Connection;T2J;Canada;1;93.5375;44.7266
2064;07/15/2017;PHL;T6K;Canada;1;108.4883;46.9187
2255;07/15/2017;BD Kerschen;V5M;Canada;1;57.6975;32.6402
491;07/15/2017;American Eagle;V6T;Canada;3;81.5325;40.0537
921;07/15/2017;American Eagle;V6Z;Canada;1;116.6550;67.0564
1517;07/15/2017;Speedissimo;M7Y;Canada;1;141.6450;83.7245
2211;07/15/2017;PHL;V6Z;Canada;1;107.5725;50.3722
2331;07/15/2017;BD Kerschen;L5N;Canada;1;118.9883;45.7262
726;07/15/2017;PHL;M6H;Canada;1;115.4475;51.2439
2282;07/15/2017;SpeedEx;K1K;Canada;1;304.4475;159.8349
2205;07/15/2017;PHL;T2C;Canada;1;173.1975;89.8610
921;07/15/2017;SPU;T6G;Canada;1;116.6550;67.0564
740;07/15/2017;Speedissimo;V6T;Canada;1;170.5725;78.5118
2081;07/15/2017;SpeedEx;V6T;Canada;1;73.4825;33.5648
964;07/15/2017;American Eagle;M4E;Canada;1;118.9825;51.4281
1961;07/15/2017;SpeedEx;M6H;Canada;1;97.0725;52.2295
559;07/15/2017;SpeedEx;V6M;Canada;1;195.2125;99.9110
964;07/15/2017;SPU;T6K;Canada;2;118.9825;51.4281
645;07/15/2017;American Eagle;R3B;Canada;1;248.8500;113.7457
2050;07/15/2017;SpeedEx;V5W;Canada;1;110.8217;60.5086
645;07/15/2017;BD Kerschen;R3X;Canada;1;248.8500;113.7457
2235;07/15/2017;Speedissimo;K1R;Canada;1;65.5725;42.1664
2235;07/15/2017;PHL;R3B;Canada;1;65.5725;42.1664
2055;07/16/2017;SpeedEx;T6R;Canada;1;122.4883;52.5444
726;07/16/2017;American Eagle;V6J;Canada;1;115.4475;51.2439
935;07/16/2017;American Eagle;L5N;Canada;1;108.4883;41.4896
727;07/16/2017;PHL;M5L;Canada;1;62.9475;27.1678
606;07/16/2017;BD Kerschen;M4P;Canada;1;104.9125;57.8479
1065;07/16/2017;PHL;R3G;Canada;1;98.8575;55.4066
564;07/16/2017;BD Kerschen;V6T;Canada;1;314.9125;167.5335
2056;07/16/2017;SPU;T6K;Canada;1;72.3217;31.9687
573;07/16/2017;BD Kerschen;T6J;Canada;1;93.5375;44.7266
1133;07/16/2017;The Pickup Guys;T2C;Canada;1;62.9948;36.7152
396;07/16/2017;PHL;R3X;Canada;1;85.7063;48.0860
921;07/16/2017;King Shippers;L5N;Canada;1;116.6550;67.0564
1003;07/16/2017;PHL;T6E;Canada;1;86.5725;48.1252
2255;07/16/2017;SpeedEx;V5W;Canada;1;57.6975;32.6402
962;07/16/2017;SPU;T2J;Canada;1;174.9825;80.2740
1215;07/16/2017;American Eagle;V6A;Canada;2;118.9825;70.9873
726;07/16/2017;PHL;K1H;Canada;1;115.4475;51.2439
2255;07/16/2017;SPU;V6H;Canada;1;57.6975;32.6402
1518;07/16/2017;PHL;M7Y;Canada;1;141.6450;53.9734
910;07/16/2017;SpeedEx;T5H;Canada;1;92.1550;50.3165
2254;07/16/2017;American Eagle;V5M;Canada;1;57.6975;26.9773
1975;07/16/2017;American Eagle;T6W;Canada;1;52.4475;24.6506
658;07/16/2017;SpeedEx;T6K;Canada;1;300.9125;188.4464
921;07/16/2017;BD Kerschen;R3V;Canada;1;116.6550;67.0564
2410;07/16/2017;BD Kerschen;T6R;Canada;1;99.6975;46.1988
645;07/16/2017;SPU;T5W;Canada;1;248.8500;113.7457
962;07/16/2017;PHL;V6T;Canada;1;174.9825;80.2740
901;07/16/2017;The Pickup Guys;T2L;Canada;1;90.9883;47.6868
2353;07/16/2017;SPU;K1H;Canada;1;136.4825;63.2451
2045;07/16/2017;SpeedEx;T2X;Canada;1;90.9883;42.3276
2045;07/16/2017;SPU;T5N;Canada;1;90.9883;42.3276
837;07/16/2017;BD Kerschen;H1B;Canada;1;83.9948;41.5799
1182;07/16/2017;BD Kerschen;R3N;Canada;1;104.9650;48.7630
2047;07/16/2017;SpeedEx;M4E;Canada;1;83.9883;38.8676
1014;07/16/2017;World Connection;T6R;Canada;1;86.5725;41.3162
606;07/16/2017;BD Kerschen;V5N;Canada;2;104.9125;57.8479
2407;07/16/2017;PHL;K1N;Canada;1;73.4475;32.8217
559;07/16/2017;PHL;T6E;Canada;1;195.2125;99.9110
609;07/16/2017;The Pickup Guys;V6G;Canada;1;259.6125;119.4188
901;07/16/2017;PHL;M6H;Canada;1;90.9883;47.6868
1109;07/16/2017;SpeedEx;L5K;Canada;1;69.9825;42.7955
2210;07/16/2017;King Shippers;V6Z;Canada;1;107.5725;47.5927
852;07/16/2017;BD Kerschen;H1B;Canada;1;77.1698;32.9255
1961;07/16/2017;SpeedEx;V6N;Canada;1;97.0725;52.2295
228;07/16/2017;SPU;R3H;Canada;1;65.5988;38.6506
2210;07/16/2017;World Connection;M4P;Canada;1;107.5725;47.5927
1957;07/16/2017;The Pickup Guys;V7Y;Canada;1;153.7725;86.3265
1110;07/16/2017;SPU;L5K;Canada;1;69.9825;43.6803
1109;07/16/2017;SPU;R3V;Canada;1;69.9825;42.7955
559;07/16/2017;PHL;V7M;Canada;1;195.2125;99.9110
1131;07/16/2017;SPU;K1H;Canada;1;41.9948;22.2925
1110;07/16/2017;SpeedEx;R3V;Canada;1;69.9825;43.6803
796;07/16/2017;SpeedEx;V6T;Canada;1;91.8575;46.2225
1003;07/16/2017;SPU;T6G;Canada;1;86.5725;48.1252
2254;07/16/2017;PHL;V5W;Canada;1;57.6975;26.9773
475;07/16/2017;PHL;R3L;Canada;1;97.0200;43.5654
726;07/16/2017;PHL;T2X;Canada;1;115.4475;51.2439
1008;07/16/2017;BD Kerschen;T6V;Canada;1;104.9767;63.7340
727;07/16/2017;BD Kerschen;R2G;Canada;1;62.9475;27.1678
396;07/16/2017;BD Kerschen;R3G;Canada;1;85.7063;48.0860
2331;07/16/2017;The Pickup Guys;R3X;Canada;1;118.9883;45.7262
992;07/16/2017;World Connection;V6M;Canada;1;96.2325;54.9627
837;07/16/2017;PHL;T6E;Canada;1;83.9948;41.5799
2064;07/16/2017;PHL;K2P;Canada;1;108.4883;46.9187
2064;07/16/2017;PHL;M4E;Canada;1;108.4883;46.9187
2016;07/16/2017;SpeedEx;K1N;Canada;1;59.8396;28.5215
1168;07/16/2017;SPU;K1N;Canada;1;81.6550;35.1352
910;07/16/2017;American Eagle;K1H;Canada;1;92.1550;50.3165
396;07/17/2017;The Pickup Guys;R3B;Canada;1;85.7063;48.0860
2290;07/17/2017;SpeedEx;V7W;Canada;1;79.5323;44.0971
852;07/17/2017;BD Kerschen;V6R;Canada;1;74.5448;32.9255
564;07/17/2017;PHL;M4R;Canada;1;314.9125;167.5335
2235;07/17/2017;SPU;V6M;Canada;1;65.5725;42.1664
838;07/17/2017;Speedissimo;V6T;Canada;1;93.4448;47.6785
979;07/17/2017;SPU;V5X;Canada;1;131.2325;59.0740
2094;07/17/2017;SPU;M4S;Canada;1;144.3575;72.7558
2407;07/17/2017;SpeedEx;K1A;Canada;1;73.4475;32.8217
1185;07/17/2017;World Connection;R3H;Canada;1;93.3217;53.5561
910;07/17/2017;SpeedEx;L5P;Canada;1;92.1550;50.3165
2374;07/18/2017;American Eagle;M5L;Canada;1;209.9825;117.5902
1227;07/18/2017;SpeedEx;R3N;Canada;1;104.9825;65.1867
747;07/18/2017;BD Kerschen;V6B;Canada;1;97.1075;59.6920
396;07/18/2017;BD Kerschen;M6H;Canada;1;85.7063;48.0860
833;07/18/2017;SpeedEx;R3K;Canada;1;78.2198;35.0861
2045;07/18/2017;SpeedEx;H1B;Canada;1;90.9883;42.3276
2210;07/18/2017;BD Kerschen;R2K;Canada;1;107.5725;47.5927
921;07/18/2017;BD Kerschen;T6H;Canada;1;116.6550;67.0564
1191;07/18/2017;American Eagle;V7X;Canada;1;87.4825;38.0252
604;07/18/2017;PHL;L5T;Canada;1;153.9125;66.8259
992;07/18/2017;Speedissimo;T6E;Canada;1;96.2325;54.9627
2332;07/18/2017;BD Kerschen;T5K;Canada;1;93.3217;49.1654
1960;07/18/2017;American Eagle;M6H;Canada;1;97.0725;58.0573
1079;07/18/2017;PHL;V6L;Canada;1;88.3575;48.9902
2199;07/19/2017;BD Kerschen;V7Y;Canada;1;17.8448;7.7334
1132;07/19/2017;SpeedEx;R3G;Canada;3;62.9948;38.1275
1185;07/19/2017;PHL;K1H;Canada;1;93.3217;53.5561
1230;07/19/2017;Speedissimo;M6G;Canada;1;173.2325;88.1902
314;07/19/2017;American Eagle;T6V;Canada;1;96.7750;47.5173
604;07/19/2017;Speedissimo;T6V;Canada;1;153.9125;66.8259
1974;07/19/2017;The Pickup Guys;T6W;Canada;1;52.4475;33.0591
1107;07/19/2017;World Connection;K1R;Canada;1;160.0725;94.4984
964;07/19/2017;SpeedEx;V6T;Canada;1;118.9825;51.4281
1106;07/19/2017;American Eagle;H3A;Canada;1;82.2325;49.5132
795;07/19/2017;BD Kerschen;V6T;Canada;1;91.8575;52.0489
318;07/19/2017;BD Kerschen;M5K;Canada;1;64.1472;34.1263
727;07/19/2017;The Pickup Guys;M7Y;Canada;1;62.9475;27.1678
2070;07/19/2017;BD Kerschen;T6E;Canada;1;173.2325;88.5218
962;07/19/2017;PHL;R3H;Canada;1;174.9825;80.2740
989;07/19/2017;SpeedEx;V6Z;Canada;1;150.4825;72.4643
2234;07/19/2017;American Eagle;T2J;Canada;1;65.5725;36.7192
726;07/19/2017;World Connection;L5P;Canada;1;115.4475;51.2439
727;07/19/2017;PHL;V6Z;Canada;1;62.9475;27.1678
2094;07/19/2017;SpeedEx;L5P;Canada;1;144.3575;72.7558
1215;07/19/2017;SPU;M6J;Canada;1;118.9825;70.9873
604;07/19/2017;World Connection;M5X;Canada;1;153.9125;66.8259
758;07/19/2017;American Eagle;V6Z;Canada;1;83.9475;38.4105
728;07/19/2017;PHL;M7Y;Canada;1;62.9475;31.0858
2211;07/19/2017;SpeedEx;M4P;Canada;1;107.5725;50.3722
2056;07/19/2017;PHL;R3T;Canada;1;72.3217;31.9687
2332;07/20/2017;The Pickup Guys;T6G;Canada;1;93.3217;49.1654
1203;07/20/2017;PHL;R3X;Canada;1;104.9825;47.1538
990;07/20/2017;The Pickup Guys;M4E;Canada;1;157.4825;72.1879
940;07/20/2017;King Shippers;T5B;Canada;1;223.9825;107.1512
823;07/20/2017;PHL;V6Z;Canada;1;61.9448;23.7294
1182;07/20/2017;BD Kerschen;T2B;Canada;1;104.9650;48.7630
1167;07/20/2017;Speedissimo;V6C;Canada;1;68.8217;37.8052
609;07/20/2017;World Connection;T6J;Canada;1;259.6125;119.4188
491;07/20/2017;American Eagle;M5X;Canada;3;81.5325;40.0537
2352;07/20/2017;PHL;M6S;Canada;1;81.6550;43.4403
195;07/20/2017;American Eagle;M6G;Canada;1;269.5000;114.2276
2070;07/20/2017;Speedissimo;T2X;Canada;1;173.2325;88.5218
2081;07/20/2017;SPU;V5T;Canada;1;73.4825;33.5648
2070;07/20/2017;SpeedEx;R3V;Canada;1;173.2325;88.5218
